Company,Ticker,Watchlist Status,Watchlist Status_Encoded,Suspension Status,Suspension Status_Encoded,Sector,Last Price,ROE %,Mkt Cap ($M),Tot. Rev ($M),GTI Score,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,Net Profit %,Price/CF,1-yr %Rev. Chg.,Debt ($M),Debt/Equity,Mkt Cap ($M) Category,Tot. Rev ($M) Category,Price/CF Category,Debt ($M) Category,Debt/Equity Category,Price/CF_Risk_Score,Debt ($M)_Risk_Score,Debt/Equity_Risk_Score,Mkt Cap ($M)_Risk_Score,Tot. Rev ($M)_Risk_Score,CountLowRisk,CountMediumRisk,CountHighRisk,Insolvency Risk (0-2)
CityDev,C09,No,0,No,0,Real Estate,5.81,3.38,5292.134,4941.121,115,-2.68,-9.35,-11.82,-17.29,7.06,8.96,50.03,0.021856967,115.67,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Civmec,P9D,No,0,No,0,Industrial & Commercial Services,0.77,14.82,398.471,794.282,89,-0.63,0.64,-2.48,13.77,6.78,5.64,7.82,0.069616108,27.74,High,High,Medium,Medium,Medium,1,1,1,0,0,2,3,0,1
Clearbridge,1H3,No,0,No,0,Healthcare Services,0.01,-124.83,6.191,11.49,70,-23.08,-33.33,-52.38,-66.67,-282.57,0,-57.94,2.913907285,18.04,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
CNMC Goldmine,5TP,No,0,No,0,Mineral Resources,0.21,10.24,85.616,70.339,73,2.44,5,9.95,8.25,9.73,6.42,103.79,0.039361802,3.37,Medium,Medium,Medium,Low,Low,1,0,0,1,1,2,3,0,1
Combine Will,N0Z,No,0,No,0,Personal & Household Products & Services,0.9,5.5,29.095,214.415,85,0,12.5,13.21,-2.17,3.27,1.23,8.24,1.725382368,50.2,Medium,High,Medium,High,Medium,1,2,1,1,0,1,3,1,1
ComfortDelGro,C52,No,0,No,0,Transportation,1.4,6.98,3012.753,3880.3,103,0.72,0.72,8.59,19.19,5.8,5.11,3.08,0.006489082,19.55,High,High,Medium,Low,Medium,1,0,1,0,0,3,2,0,1
Cordlife,P8A,No,0,Yes,1,Healthcare Services,0.195,2.75,52.435,55.92,61,-30,-36.77,-52.2,-38.75,6.72,6.73,1.39,0.031467531,1.65,Medium,Medium,Medium,Low,Low,1,0,0,1,1,2,3,0,2
Cortina,C41,No,0,No,0,Retailers,3.3,20.11,546.409,810.986,70,10,-0.3,-5.71,-2.34,9.4,4.48,1.48,0.059680569,32.61,High,High,Medium,Low,Medium,1,0,1,0,0,3,2,0,1
COSCO SHP SG,F83,No,0,No,0,Transportation,0.146,0.39,315.734,178.71,80,2.17,6.02,7.63,-15.06,1.47,8.32,-3.73,0.213027422,67.26,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
CosmoSteel,B9S,Yes,1,No,0,Mineral Resources,0.113,3.54,32.815,83.448,89,0.89,-5.83,-8.87,0.89,3.36,5.45,81.08,0.516836812,16.96,Medium,Medium,Medium,Medium,Medium,1,1,1,1,1,0,5,0,2
Courage Inv,CIN,No,0,No,0,Transportation,0.009,-2.36,76.839,70.05,0,0,14.75,12.9,-12.5,-16.02,13.7,-31.23,0.126498263,9.72,Medium,Medium,High,Medium,Low,2,1,0,1,1,1,3,1,1
Creative,C76,No,0,No,0,Technology Equipment,1.27,-16.66,96,80.653,54,1.59,-9.86,-29.67,-13.51,-17,0,8.02,0.072291667,6.94,Medium,Medium,Low,Medium,Low,0,1,0,1,1,2,3,0,1
CreditBureauAsia,TCU,No,0,No,0,Industrial & Commercial Services,0.925,20.28,213.111,54.17,64,2.78,0.54,1.09,-3.14,40.64,8.07,11.42,0.035052156,7.47,High,Medium,High,Low,Low,2,0,0,0,1,3,1,1,1
Cromwell Reit SGD,CWCU,No,0,No,0,Real Estate,1.94,-5.69,742.358,216.489,103.5,-7.69,-7.69,1.54,-15.38,-34.14,0,-2.53,0.096085716,71.33,High,High,Low,Medium,High,0,1,2,0,0,3,1,1,1
CSC,C06,No,0,No,0,Industrial & Commercial Services,0.006,-12.64,25.118,293.012,79,-12.5,0,0,-22.22,-4.77,2.59,11.13,4.850306553,121.83,Low,High,Medium,High,High,1,2,2,2,0,1,1,3,2
CSE Global,544,No,0,No,0,Software & IT Services,0.43,10.51,269.068,725.051,98,2.35,2.35,-4.4,26.09,3.1,5.8,30.01,0.224218413,60.33,High,High,Medium,Medium,Medium,1,1,1,0,0,2,3,0,1
Daiwa Hse Log Tr,DHLU,No,0,No,0,Real Estate,0.585,7.44,407.199,59.851,71.8,-8.59,-9.3,4.46,2.63,72.38,9.4,-12.9,0.213458285,86.92,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
Darco Water Tech,BLR,No,0,No,0,Utilities,0.081,-17.31,7.6,70.247,71,-12.9,-23.58,-11.96,-19.8,-8.53,0,-9.6,1.532894737,11.65,Low,Medium,Low,High,Low,0,2,0,2,1,2,1,2,1
Dasin Retail Tr,CEDU,No,0,No,0,Real Estate,0.025,-31.01,20.916,85.28,74.6,-3.7,-46.94,-62.32,-85.79,-325.92,0,0.88,4.095907439,85.67,Low,Medium,Low,High,High,0,2,2,2,1,1,1,3,2
Datapulse Tech,BKW,Yes,1,No,0,Real Estate,0.105,-0.3,25.248,5.952,69,20.69,28.05,19.32,-2.78,-2.97,93.51,110.17,0.124762357,3.15,Low,Low,High,Medium,Low,2,1,0,2,2,1,1,3,2
DBS,D05,No,0,No,0,Banking & Investment Services,35.91,16.78,91860.422,27862,119,5.97,10.94,6.13,8,47.6,8.57,74.94,0.000987476,90.71,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Debao Property,BTF,Yes,1,Yes,1,Real Estate,0.128,-28.62,9.43,25.985,40,0,0,0,0,-72.66,0,-9.87,52.94379639,499.26,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Del Monte Pac,D03,No,0,No,0,Food & Beverages,0.104,-6.86,202.273,3302.819,112,-15.45,-17.46,-37.72,-57.55,-0.75,0.86,2.73,2.734176089,553.05,High,High,Medium,High,High,1,2,2,0,0,2,1,2,1
Delfi,P34,No,0,No,0,Food & Beverages,0.9,18.05,550.041,729.926,81,-14.29,-18.18,-28.57,-18.27,8.54,7.13,12.09,0.014035317,7.72,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
DFIRG USD,D01,No,0,No,0,Food & Drug Retailing,2.09,3.34,2856.203,9169.9,0,-1.86,-1.4,-22.14,-26.48,0.33,3.33,-0.96,0.146827799,419.37,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
DigiCore Reit USD,DCRU,No,0,No,0,Real Estate,0.605,-12.59,792.242,102.591,86.3,-2.42,-4.72,12.04,49.38,-113.78,0,-10.75,0.066848261,52.96,High,Medium,Low,Medium,Medium,0,1,1,0,1,2,3,0,1
Digilife Tech,BAI,No,0,No,0,Telecommunications Services,1.61,2.09,22.347,217.136,77,-1.23,-8,-22.22,-30.9,0.29,17.74,2.2,0.360227324,8.05,Low,High,High,Medium,Low,2,1,0,2,0,2,1,2,1
DISA,532,No,0,No,0,Software & IT Services,0.001,-92.02,10.107,7.227,34,0,-50,-50,-66.67,-36.41,0,-61.13,0.333432275,3.37,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,1
Don Agro,GRQ,No,0,No,0,Food & Beverages,0.145,-6.6,21.79,30.979,57,-2.03,-9.38,-47.27,-36.96,-13.9,0,55.85,0.732905002,15.97,Low,Low,Low,Medium,Medium,0,1,1,2,2,1,2,2,1
Dragon,MT1,Yes,1,Yes,1,Industrial Goods,0.004,0,1.363,3.142,64,0,0,0,0,265.67,0.16,-18.19,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,2
Duty Free Intl,5SO,No,0,No,0,Retailers,0.082,4.79,100.794,44.957,61,-11.83,-26.13,-39.26,-36.92,10.29,12.71,18.52,0.28999742,29.23,Medium,Medium,High,Medium,Medium,2,1,1,1,1,0,4,1,1
Dyna-Mac,NO4,No,0,No,0,Energy - Fossil Fuels,0.36,50.37,381.66,385.171,65,17.74,12.31,-2.67,96.24,7.45,10.3,32.15,0.150343237,57.38,High,High,High,Medium,Medium,2,1,1,0,0,2,2,1,1
Eagle HTrust USD,LIW,No,0,Yes,1,Real Estate,0.137,-131.19,119.567,69.414,0,0,0,0,0,-878.29,0,0.69414,0.54070103,64.65,Medium,Medium,Low,Medium,Medium,0,1,1,1,1,1,4,0,2
EC World Reit,BWCU,No,0,Yes,1,Real Estate,0.28,-128.02,226.755,107.77,70.2,0,0,0,-11.11,-416.88,0,-11.35,0.430949703,97.72,High,Medium,Low,Medium,High,0,1,2,0,1,2,2,1,2
Econ Healthcare,EHG,No,0,No,0,Healthcare Services,0.191,12.83,50.789,47.116,55,-3.54,-4.5,-11.16,0.53,8.82,3.72,-5.24,2.759652681,140.16,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
EcoWise,5CT,No,0,Yes,1,Industrial & Commercial Services,0.078,-19.43,71.436,29.984,78,0,0,0,0,-14.24,0,0.3,0.729464136,52.11,Medium,Low,Low,Medium,Medium,0,1,1,1,2,1,3,1,2
Edition,5HG,No,0,No,0,Food & Beverages,0.005,-149.65,12.616,0.542,64,0,0,-16.67,0,-1023.43,0,103.76,0.914711477,11.54,Low,Low,Low,High,Low,0,2,0,2,2,2,0,3,2
Eindec,42Z,No,0,No,0,Industrial & Commercial Services,0.048,3.05,5.17,15.895,64,11.63,-4,41.18,11.63,-0.96,7.97,-38.57,11.53965184,59.66,Low,Low,High,High,Medium,2,2,1,2,2,0,1,4,2
EliteComREIT GBP,MXNU,No,0,No,0,Real Estate,0.235,-9.74,137.785,45.206,76.6,-6,-19.13,-4.57,-41.81,-49.04,0,21.93,0.648474072,89.35,Medium,Medium,Low,Medium,High,0,1,2,1,1,1,3,1,1
Ellipsiz,BIX,No,0,No,0,Technology Equipment,0.188,-0.1,31.42,55.834,81,-18.26,-18.26,-10.48,-20,-2.57,523.67,1.12,0.02768937,0.87,Medium,Medium,High,Low,Low,2,0,0,1,1,2,2,1,1
Emperador Inc.,EMI,No,0,No,0,Food & Beverages,0.45,10.87,291124.719,67211.547,0,-5.8,-10.84,-11.9,-9.09,14.69,24.8,11.61,9.61E-05,27.98,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Eneco Energy,R14,Yes,1,No,0,Energy - Fossil Fuels,0.007,-0.29,16.203,30.563,38,-12.5,-12.5,-36.36,-41.67,-0.19,3.34,0.34,1.81509597,29.41,Low,Low,Medium,High,Medium,1,2,1,2,2,0,2,3,2
EnGro,S44,No,0,No,0,Mineral Resources,0.755,-2.34,89.62,160.356,72,-1.95,0.67,-8.48,-28.1,-3.51,0,20.58,0.093840661,8.41,Medium,Medium,Low,Medium,Low,0,1,0,1,1,2,3,0,1
Envictus,BQD,No,0,No,0,Cyclical Consumer Services,0.315,-20.99,95.893,161.191,63,5,34.04,10.53,92.07,-5.8,25.59,9.79,2.075751098,199.05,Medium,Medium,High,High,High,2,2,2,1,1,0,2,3,2
Enviro-Hub,L23,No,0,No,0,Industrial & Commercial Services,0.021,1.52,32.364,40.291,60,10.53,-8.7,-16,-40,10.06,4.3,-3.47,2.149610679,69.57,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
ES,5RC,No,0,No,0,Industrial Goods,0.056,-18.66,7.907,26.762,67,115.38,21.74,93.1,16.67,-15.81,0,-17.55,3.011255849,23.81,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
ESR-LOGOS REIT,J91U,No,0,No,0,Real Estate,0.295,-3.11,2229.752,386.35,81.4,-6.45,-4.92,-4.92,-10.61,-16.48,0,12.56,0.042672907,95.15,High,High,Low,Low,High,0,0,2,0,0,4,0,1,0
ETC Singapore,1C0,No,0,Yes,1,Real Estate,0.034,-15.5,32.213,44.177,82,0,0,0,0,-52.42,0,142.09,2.274547543,73.27,Medium,Medium,Low,High,High,0,2,2,1,1,1,2,2,2
EuroSports Gbl,5G1,No,0,No,0,Retailers,0.16,-69.17,42.4,40.377,99,-4.76,-5.88,-15.79,-14.44,-21.38,0,-35.32,0.443160377,18.79,Medium,Medium,Low,Medium,Medium,0,1,1,1,1,1,4,0,1
Ezra,5DN,No,0,Yes,1,Energy - Fossil Fuels,0.011,-121.68,32.055,708.003,30,0,0,0,0,-176.69,0,-3.44,4.154110123,133.16,Medium,High,Low,High,High,0,2,2,1,0,2,1,2,2
F & N,F99,No,0,No,0,Food & Beverages,1.04,4.43,1515.097,2099.103,83,-1.89,-0.95,-0.95,-4.59,9.77,5.16,4.79,0.020117524,30.48,High,High,Medium,Low,Medium,1,0,1,0,0,3,2,0,1
Falcon Energy,5FL,No,0,Yes,1,Energy - Fossil Fuels,0.027,0,23.112,39.685,50,0,0,0,0,-894.84,0,-33.91,11.79170993,272.53,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Far East,5TJ,No,0,No,0,Industrial Goods,0.059,-11.18,6.688,79.286,63,-7.69,-24.05,-36.17,-41.18,-6.07,0,-23.9,15.87320574,106.16,Low,Medium,Low,High,High,0,2,2,2,1,1,1,3,2
Far East HTrust,Q5T,No,0,No,0,Real Estate,0.635,7.11,1273.22,106.805,110.5,2.42,-5.93,0.79,7.63,122.01,9.77,27.79,0.032193965,40.99,High,Medium,High,Low,Medium,2,0,1,0,1,2,2,1,1
Far East Orchard,O10,No,0,No,0,Real Estate,1,4.98,492.635,183.62,94,-1.94,1,-2.88,-0.98,35.98,5.76,30.26,0.110061201,54.22,High,Medium,Medium,Medium,Medium,1,1,1,0,1,1,4,0,1
Federal Int,BDU,No,0,No,0,Energy - Fossil Fuels,0.121,-23.84,18.018,50.303,72,23.08,11.3,12.28,6.67,-2.65,31.23,-62.78,1.929181929,34.76,Low,Medium,High,High,Medium,2,2,1,2,1,0,2,3,2
Figtree,5F4,No,0,No,0,Real Estate,0.035,-21.63,12.579,9.879,59,66.67,-41.67,12.9,34.62,-67.83,0,-76.81,3.15048891,39.63,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
First Reit,AW9U,No,0,No,0,Real Estate,0.25,9.31,521.011,108.568,83,-5.66,-5.66,8.7,-1.96,58.34,8.22,-2.43,0.130112416,67.79,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
First Resources,EB5,No,0,No,0,Food & Beverages,1.33,11.13,2122.658,1322.125,85,-6.29,-4.96,-14.1,-12.99,15.55,6.76,-19.98,0.010637606,22.58,High,High,Medium,Low,Medium,1,0,1,0,0,3,2,0,1
First Sponsor,ADN,No,0,No,0,Real Estate,1.17,0.66,1299.431,282.928,84,-0.85,-2.5,-6.4,-7.87,4.62,38.88,-33.82,0.046720449,60.71,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
FJ Benjamin,F10,No,0,No,0,Retailers,0.013,-0.86,15.435,80.417,69,0,-18.75,-27.78,-38.1,-0.42,1.59,-11.04,4.035633301,62.29,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
Food Empire,F03,No,0,No,0,Food & Beverages,1.34,19.75,731.69,573.992,62,-7.64,17.7,22.02,44.57,13.26,8.07,6.87,0.022031188,16.12,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Forise Int,8A1,No,0,No,0,Industrial & Commercial Services,0.1,-16.67,4.26,0.556,66,-18.03,-4.76,21.95,-33.33,3.96,0.02,75.95,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
FortressMinerals,OAJ,No,0,No,0,Mineral Resources,0.29,14.06,151.762,72.298,76,7.41,-3.33,-13.43,-25.64,17.74,6.6,15.06,0.189573147,28.77,High,Medium,Medium,Medium,Medium,1,1,1,0,1,1,4,0,1
Frasers Cpt Tr,J69U,No,0,No,0,Real Estate,2.19,5.34,3954.023,369.723,78.4,-1.35,-1.79,-0.45,-1.79,57.33,18.65,3.58,0.011547733,45.66,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
Frasers HTrust,ACV,No,0,No,0,Real Estate,0.46,7.28,876.364,123.198,85.4,-1.09,-6.19,-8.08,0,74.6,9.15,28.52,0.069582959,60.98,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
Frasers L&C Tr,BUOU,No,0,No,0,Real Estate,1.06,-2.24,3938.07,420.782,98.3,-1.87,-7.08,-5.41,-19.23,-25.03,0,-6.53,0.011020627,43.4,High,High,Low,Low,Medium,0,0,1,0,0,4,1,0,0
Frasers Property,TQ5,No,0,No,0,Real Estate,0.855,1.1,3356.766,3947.066,96,1.79,-0.58,1.18,-1.16,7.47,8.96,1.81,0.0430027,144.35,High,High,High,Low,High,2,0,2,0,0,3,0,2,1
Frencken,E28,No,0,No,0,Industrial Goods,1.66,8.19,704.592,742.859,65,10,25.95,52.78,55.66,4.31,11.35,-5.5,0.054485433,38.39,High,High,High,Low,Medium,2,0,1,0,0,3,1,1,1
FSL Trust,D8DU,No,0,No,0,Transportation,0.033,21.19,56.578,20.095,79.8,-21.95,-36,-50.77,-55.56,86.29,2.65,0.25,0.392732157,22.22,Medium,Low,Medium,Medium,Medium,1,1,1,1,2,0,4,1,1
Fu Yu,F13,No,0,No,0,Industrial Goods,0.121,-6.91,89.915,190.381,72,-9.23,-19.73,-8.53,-45.12,-5.31,0,-20.71,0.101095479,9.09,Medium,High,Low,Medium,Low,0,1,0,1,0,3,2,0,1
Fuji Offset,508,No,0,No,0,Industrial Goods,0.21,3.44,10.482,3.277,70,-4.55,-6.67,-36.36,-35.38,28.5,6.98,-1.15,0.022896394,0.24,Low,Low,High,Low,Low,2,0,0,2,2,2,0,3,2
Full Apex,BTY,Yes,1,Yes,1,Chemicals,0.405,-1.77,17.599,185.141,7,0,0,0,0,-1.97,2.65,11.9,3.324052503,58.5,Low,High,Medium,High,Medium,1,2,1,2,0,1,2,2,2
Fuxing China,AWK,No,0,No,0,Cyclical Consumer Products,0.191,-2.36,3.339,142.073,59,-4.5,-49.07,-65.27,-65.89,-1.75,0.63,-9.44,6.99311171,23.35,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
G Invacom,QS9,No,0,No,0,Technology Equipment,0.054,-2.89,15.532,86.826,72,3.77,27.91,-1.79,44.74,-1.5,4.83,-11.5,1.665593613,25.87,Low,Medium,Medium,High,Medium,1,2,1,2,1,0,3,2,1
Gallant Venture,5IG,No,0,No,0,Automobiles & Auto Parts,0.13,-2.06,710.269,182.651,71,0,0,-1.52,1.56,-8.41,75.87,9.48,0.073070907,51.9,High,Medium,High,Medium,Medium,2,1,1,0,1,1,3,1,1
GCCP,41T,No,0,No,0,Mineral Resources,0.006,9.76,8.286,0.252,66,-25,-25,-25,-45.45,528.85,3.26,-89.51,2.557325609,21.19,Low,Low,Medium,High,Medium,1,2,1,2,2,0,2,3,2
GDS Global,5VP,No,0,No,0,Cyclical Consumer Products,0.066,-26.08,7.392,12.203,71,-1.49,8.2,20,0,-17.36,0,-10.69,11.14312771,82.37,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Genting Sing,G13,No,0,No,0,Cyclical Consumer Services,0.89,7.55,10703.214,2417.628,85,-3.28,-8.76,5.36,-18.06,25.3,10.93,40.13,6.54E-06,0.07,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Geo Energy Res,RE4,No,0,No,0,Energy - Fossil Fuels,0.345,15,483.097,659.285,83,-16.05,1.49,33.33,7.94,12.83,4.38,-33.33,0.001738781,0.84,High,High,Medium,Low,Low,1,0,0,0,0,4,1,0,0
GHY Culture,XJB,No,0,No,0,Cyclical Consumer Services,0.28,-7.38,300.662,73.653,90,-11.11,-25.33,-27.27,-32.53,-13.32,0,61.05,0.040809946,12.27,High,Medium,Low,Low,Low,0,0,0,0,1,4,1,0,0
GKE,595,No,0,No,0,Transportation,0.066,5.28,52.45,109.752,66,3.13,-2.94,-7.04,-15.38,4.38,2.54,5.33,1.800953289,94.46,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
Global Inv,B73,No,0,No,0,Collective Investments,0.11,3.31,189.623,14.273,99,-4.35,-5.17,-1.38,8.95,60.3,22.03,152.49,0.000263681,0.05,High,Low,High,Low,Low,2,0,0,0,2,3,0,2,1
Global Testing,AYN,No,0,No,0,Technology Equipment,0.885,7.6,30.897,54.722,71,1.14,-0.56,-2.21,-7.84,8.38,2.39,-12.47,0.011975273,0.37,Medium,Medium,Medium,Low,Low,1,0,0,1,1,2,3,0,1
Golden Agri-Res,E5H,No,0,No,0,Food & Beverages,0.265,3.98,3466.138,13154.28,85,-1.82,1.89,1.89,-6.9,2.18,4.39,-14.71,0.017209355,59.65,High,High,Medium,Low,Medium,1,0,1,0,0,3,2,0,1
Goodland,5PC,No,0,No,0,Real Estate,0.132,0.76,52.017,21.293,65,0,9.44,7.68,-1.1,6.49,31.7,-42.57,0.923351981,48.03,Medium,Low,High,High,Medium,2,2,1,1,2,0,2,3,2
GP Industries,G20,No,0,No,0,Industrial Goods,0.525,3.19,273.713,1118.731,84,-5.41,-17.97,-13.93,-17.32,1.86,4.14,-6.72,0.484010624,132.48,High,High,Medium,Medium,High,1,1,2,0,0,2,2,1,1
Grand Banks,G50,No,0,No,0,Cyclical Consumer Products,0.345,19.52,63.699,128.963,82,-4.17,11.29,11.29,15,10.41,3.39,40.75,0.141132514,8.99,Medium,Medium,Medium,Medium,Low,1,1,0,1,1,1,4,0,1
Grand Venture,JLB,No,0,No,0,Industrial Goods,0.505,11.97,171.341,131.087,68,4.12,-6.48,-10.62,1,10.16,6.28,12.76,0.286913232,49.16,High,Medium,Medium,Medium,Medium,1,1,1,0,1,1,4,0,1
Great Eastern,G07,No,0,No,0,Insurance,18.28,10.31,8633.34,6097.8,105,1.73,5.13,0.5,5.19,12.94,9.84,3.37,0,0,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
Green Build,Y06,No,0,No,0,Industrial & Commercial Services,0.049,0,14.321,0.548,56,0,11.36,44.12,145,-65.78,0,212.77,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
GRP,BLU,Yes,1,No,0,Automobiles & Auto Parts,0.035,-16.6,6.78,23.135,80,-12.5,-23.91,-68.47,-63.54,-26.53,0,24.78,0.685840708,4.65,Low,Low,Low,Medium,Low,0,1,0,2,2,2,1,2,2
GS Hldg,43A,No,0,No,0,Industrial & Commercial Services,0.019,-274.98,3.591,9.232,37,-24,-45.71,-69.35,-82.73,-203.43,0,29.9,7.16513506,25.73,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
GSH,BDX,No,0,No,0,Industrial & Commercial Services,0.17,-3.53,337.882,156.617,71,-2.3,-2.86,-19.05,4.94,-5.29,145.89,81.95,0.480049248,162.2,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
GSS Energy,41F,No,0,No,0,Industrial Goods,0.023,-13.15,14.494,118.198,65,-14.81,-20.69,-32.35,-39.47,-5.56,0,-8.86,3.355181454,48.63,Low,Medium,Low,High,Medium,0,2,1,2,1,1,2,2,1
GuocoLand,F17,No,0,No,0,Real Estate,1.53,4.23,1786.894,1949.282,89,5.59,4.14,-2.58,-3.82,13.06,6.72,65.99,0.063355745,113.21,High,High,Medium,Low,High,1,0,2,0,0,3,1,1,1
H2G Green,5AI,No,0,No,0,Cyclical Consumer Products,0.01,-22.09,14.177,10.868,73,-15.38,-8.33,-38.89,-47.62,-64.16,0,-4.99,3.021090499,42.83,Low,Low,Low,High,Medium,0,2,1,2,2,1,1,3,2
Hafary,5VS,No,0,No,0,Cyclical Consumer Products,0.32,37.08,137.776,226.422,71,-1.54,9.15,19.07,41.87,17.71,2.66,34.07,2.066325049,284.69,Medium,High,Medium,High,High,1,2,2,1,0,1,2,2,1
Hai Leck,BLH,No,0,No,0,Industrial & Commercial Services,0.375,4.98,84.972,67.281,66,0,13.64,13.64,-8.54,8.28,7.59,-16.65,0.046132844,3.92,Medium,Medium,High,Low,Low,2,0,0,1,1,2,2,1,1
Halcyon Agri,5VJ,No,0,Yes,1,Automobiles & Auto Parts,0.41,-16.16,653.955,3911.185,85,0,0,0,0,-3.06,0,7.72,0.277633782,181.56,High,High,Low,Medium,High,0,1,2,0,0,3,1,1,2
Hatten Land,PH0,No,0,No,0,Real Estate,0.011,-141,20.428,29.243,55,-8.33,-21.43,-31.25,-31.25,-43.8,0,57.2,78.07763854,1594.97,Low,Low,Low,High,High,0,2,2,2,2,1,0,4,2
Haw Par,H02,No,0,No,0,Pharmaceuticals & Medical Research,9.54,6.17,2116.28,232.062,92,-2.05,0.21,-3.73,0.74,93.32,9.51,27.44,0.000378022,0.8,High,High,High,Low,Low,2,0,0,0,0,4,0,1,0
HC Surgical,1B1,No,0,No,0,Healthcare Services,0.27,31.39,42.204,18.578,67,-8.47,-6.9,-27.03,-22.86,23.31,6.88,-2.32,1.212918207,51.19,Medium,Low,High,High,Medium,2,2,1,1,2,0,2,3,2
HealthBank,40B,No,0,No,0,Cyclical Consumer Services,0.084,-85.2,7.921,0.042,72,-41.67,-41.67,-41.67,-41.67,-15965.49,0,-40.37,0,0,Low,Low,Low,Low,Low,0,0,0,2,2,3,0,2,1
Heatec Jietong,5OR,No,0,No,0,Industrial Goods,0.02,2.27,4.3,26.125,72,-27.59,-22.22,-19.23,-46.15,1.15,3.3,22.3,16.94651163,72.87,Low,Low,Medium,High,High,1,2,2,2,2,0,1,4,2
Heeton,5DP,No,0,No,0,Real Estate,0.26,-0.75,129.183,67.857,58,1.92,-1.85,3.92,3.92,-9.69,0,7.84,0.732991183,94.69,Medium,Medium,Low,Medium,High,0,1,2,1,1,1,3,1,1
Hengyang Petro,5PD,No,0,No,0,Energy - Fossil Fuels,0.179,-4.07,36.42,0.002,57,-0.56,-0.56,-0.56,-3.24,0,0,0,0.000274574,0.01,Medium,Low,Low,Low,Low,0,0,0,1,2,3,1,1,1
HG Metal,BTG,No,0,No,0,Mineral Resources,0.28,1.13,43.588,149.755,70,3.7,0,-3.45,-22.22,0.3,11.38,-1.88,0.897724144,39.13,Medium,Medium,High,High,Medium,2,2,1,1,1,0,3,2,1
HGH,5GZ,No,0,No,0,Mineral Resources,0.012,-0.67,21.37,20.034,70,0,9.09,9.09,-7.69,-1.64,40.32,-7.2,0.645297146,13.79,Low,Low,High,Medium,Low,2,1,0,2,2,1,1,3,2
Hiap Hoe,5JK,No,0,No,0,Real Estate,0.675,0.77,317.953,111.887,68,4.69,3.88,1.52,-11.84,4.93,10.69,-6.29,0.325299651,103.43,High,Medium,High,Medium,High,2,1,2,0,1,1,2,2,1
Hiap Seng Ind,1L2,No,0,No,0,Industrial & Commercial Services,0.004,0,13.497,21.695,0,-33.33,0,0,0,-4.93,22.16,-4.65,0,0,Low,Low,High,Low,Low,2,0,0,2,2,2,0,3,2
Hiap Tong,5PO,No,0,No,0,Banking & Investment Services,0.088,11.16,27.928,91.356,74,1.15,-7.37,-35.29,18.92,11.03,1.07,7.2,2.817602406,78.69,Medium,Medium,Medium,High,High,1,2,2,1,1,0,3,2,1
HL Global Ent,AVX,No,0,No,0,Cyclical Consumer Services,0.24,2.13,22.54,5.869,82,-2.04,2.13,-7.69,-9.43,27.89,9.01,-12.47,0.01552795,0.35,Low,Low,High,Low,Low,2,0,0,2,2,2,0,3,2
Ho Bee Land,H13,No,0,No,0,Real Estate,1.68,-6.92,1181.608,444.87,78,-1.75,-4.55,-9.19,-24.66,-58.23,0,2.12,0.074017779,87.46,High,High,Low,Medium,High,0,1,2,0,0,3,1,1,1
Hock Lian Seng,J2T,No,0,No,0,Industrial & Commercial Services,0.35,10.71,179.236,201.961,77,20.69,27.27,32.08,25,13.19,6.2,41.52,0,0,High,High,Medium,Low,Low,1,0,0,0,0,4,1,0,0
